decade,word,tf
1450-1500,three,0.004405286343612335
1450-1500,tibu,0.004405286343612335
1450-1500,titelbl,0.004405286343612335
1450-1500,titl,0.004405286343612335
1450-1500,tool,0.004405286343612335
1450-1500,toti,0.004405286343612335
1450-1500,trinitati,0.004405286343612335
1450-1500,ua,0.00881057268722467
1450-1500,ue,0.004405286343612335
1450-1500,uenetij,0.004405286343612335
1450-1500,ueneto,0.004405286343612335
1450-1500,um,0.004405286343612335
1450-1500,unbound,0.004405286343612335
1450-1500,uoniam,0.004405286343612335
1450-1500,us,0.00881057268722467
1450-1500,utila,0.004405286343612335
1450-1500,vale,0.004405286343612335
1450-1500,venetij,0.004405286343612335
1450-1500,vincentia,0.004405286343612335
1450-1500,visibl,0.004405286343612335
1450-1500,volum,0.004405286343612335
1450-1500,von,0.004405286343612335
1450-1500,vorlageform,0.004405286343612335
1450-1500,wast,0.00881057268722467
1450-1500,watermark,0.004405286343612335
1450-1500,wooden,0.004405286343612335
1500-1550,abattista,0.0013812154696132596
1500-1550,abent,0.0013812154696132596
1500-1550,ac,0.004143646408839779
1500-1550,ad,0.006906077348066298
1500-1550,adam,0.006906077348066298
1500-1550,addit,0.0013812154696132596
1500-1550,aedibv,0.0027624309392265192
1500-1550,aii,0.0013812154696132596
1500-1550,alexandri,0.0013812154696132596
1500-1550,ali,0.0013812154696132596
1500-1550,alia,0.0027624309392265192
1500-1550,almost,0.0013812154696132596
1500-1550,along,0.0013812154696132596
1500-1550,also,0.0013812154696132596
1500-1550,animatu,0.0013812154696132596
1500-1550,ann,0.004143646408839779
1500-1550,anna,0.0027624309392265192
1500-1550,anni,0.0013812154696132596
1500-1550,anno,0.017955801104972375
1500-1550,antonii,0.0013812154696132596
1500-1550,antonio,0.0013812154696132596
1500-1550,appar,0.0027624309392265192
1500-1550,aprili,0.0013812154696132596
1500-1550,apud,0.008287292817679558
1500-1550,apvd,0.008287292817679558
1500-1550,argentorati,0.0013812154696132596
1500-1550,arm,0.0013812154696132596
1500-1550,ati,0.0013812154696132596
1500-1550,atio,0.0013812154696132596
1500-1550,augrelli,0.0013812154696132596
1500-1550,augusto,0.0013812154696132596
1500-1550,aul,0.0013812154696132596
1500-1550,ausserdem,0.0027624309392265192
1500-1550,autem,0.0013812154696132596
1500-1550,babilonisen,0.0013812154696132596
1500-1550,back,0.0027624309392265192
1500-1550,baldelli,0.0013812154696132596
1500-1550,baptista,0.0013812154696132596
1500-1550,bascarini,0.0013812154696132596
1500-1550,basilea,0.0055248618784530384
1500-1550,basilisco,0.0013812154696132596
1500-1550,beat,0.0013812154696132596
1500-1550,bebelij,0.0013812154696132596
1500-1550,bebelium,0.0013812154696132596
1500-1550,biblioth,0.0013812154696132596
1500-1550,bishop,0.0013812154696132596
1500-1550,blado,0.0013812154696132596
1500-1550,board,0.004143646408839779
1500-1550,book,0.0013812154696132596
1500-1550,bookstamp,0.0013812154696132596
1500-1550,bothwel,0.0013812154696132596
1500-1550,bottom,0.0013812154696132596
1500-1550,brief,0.0013812154696132596
1500-1550,bristolioni,0.0013812154696132596
1500-1550,budaei,0.0013812154696132596
1500-1550,capit,0.0013812154696132596
1500-1550,carcovia,0.0013812154696132596
1500-1550,catholica,0.0013812154696132596
1500-1550,centuri,0.0027624309392265192
1500-1550,chalmer,0.0013812154696132596
1500-1550,chester,0.0013812154696132596
1500-1550,christoph,0.0013812154696132596
1500-1550,christophori,0.0013812154696132596
1500-1550,co,0.0027624309392265192
1500-1550,coat,0.0013812154696132596
1500-1550,collect,0.0013812154696132596
1500-1550,coloi,0.0013812154696132596
1500-1550,colophon,0.0013812154696132596
1500-1550,coment,0.0013812154696132596
1500-1550,conceptioni,0.0013812154696132596
1500-1550,concilij,0.0013812154696132596
1500-1550,content,0.0013812154696132596
1500-1550,corporibu,0.0013812154696132596
1500-1550,corrept,0.0013812154696132596
1500-1550,cortones,0.0013812154696132596
1500-1550,cover,0.0027624309392265192
1500-1550,cracouia,0.0013812154696132596
1500-1550,creutzer,0.0013812154696132596
1500-1550,crime,0.0013812154696132596
1500-1550,cristum,0.0013812154696132596
1500-1550,cuculo,0.0013812154696132596
1500-1550,cun,0.0013812154696132596
1500-1550,curat,0.0013812154696132596
1500-1550,dame,0.0013812154696132596
1500-1550,de,0.011049723756906077
1500-1550,declarat,0.0013812154696132596
1500-1550,del,0.0027624309392265192
1500-1550,di,0.0027624309392265192
1500-1550,difficil,0.0013812154696132596
1500-1550,dilig,0.0013812154696132596
1500-1550,doctorvm,0.0013812154696132596
1500-1550,domini,0.0013812154696132596
1500-1550,druckerangab,0.0013812154696132596
1500-1550,durch,0.0027624309392265192
1500-1550,ecclesia,0.004143646408839779
1500-1550,ed,0.0013812154696132596
1500-1550,edin,0.0013812154696132596
1500-1550,elementi,0.0013812154696132596
1500-1550,elucidat,0.0013812154696132596
1500-1550,endapap,0.0013812154696132596
1500-1550,endpap,0.0013812154696132596
1500-1550,english,0.0013812154696132596
1500-1550,enth,0.0055248618784530384
1500-1550,entir,0.0013812154696132596
1500-1550,entri,0.0013812154696132596
1500-1550,epigrammata,0.0013812154696132596
1500-1550,er,0.0055248618784530384
1500-1550,est,0.0027624309392265192
1500-1550,estc,0.0013812154696132596
1500-1550,et,0.008287292817679558
1500-1550,euangelio,0.0013812154696132596
1500-1550,ex,0.004143646408839779
1500-1550,excvdebat,0.0013812154696132596
1500-1550,excvsvm,0.0013812154696132596
1500-1550,exp,0.0013812154696132596
1500-1550,extens,0.0013812154696132596
1500-1550,eystettensem,0.0013812154696132596
1500-1550,februario,0.0013812154696132596
1500-1550,festina,0.0013812154696132596
1500-1550,fidei,0.0013812154696132596
1500-1550,final,0.0013812154696132596
1500-1550,first,0.0027624309392265192
1500-1550,flore,0.0013812154696132596
1500-1550,flyleaf,0.0055248618784530384
1500-1550,foot,0.0027624309392265192
1500-1550,foreedg,0.0013812154696132596
1500-1550,fraktur,0.0055248618784530384
1500-1550,frame,0.0013812154696132596
1500-1550,francesco,0.0013812154696132596
1500-1550,fraternit,0.0013812154696132596
1500-1550,fraternitatem,0.0013812154696132596
1500-1550,free,0.0027624309392265192
1500-1550,friderich,0.0013812154696132596
1500-1550,front,0.004143646408839779
1500-1550,frosch,0.0027624309392265192
1500-1550,fuit,0.0013812154696132596
1500-1550,funff,0.0013812154696132596
1500-1550,funffzehennden,0.0013812154696132596
1500-1550,galeoti,0.0013812154696132596
1500-1550,gedruckt,0.0013812154696132596
1500-1550,generalibu,0.0013812154696132596
1500-1550,georgium,0.0013812154696132596
1500-1550,ginei,0.0013812154696132596
1500-1550,gio,0.0013812154696132596
1500-1550,giou,0.0013812154696132596
1500-1550,got,0.0013812154696132596
1500-1550,grammat,0.0013812154696132596
1500-1550,gran,0.0013812154696132596
1500-1550,grandiu,0.0013812154696132596
1500-1550,greek,0.0055248618784530384
1500-1550,griech,0.004143646408839779
1500-1550,haganoa,0.0013812154696132596
1500-1550,hagenaw,0.0013812154696132596
1500-1550,hand,0.009668508287292817
1500-1550,head,0.0013812154696132596
1500-1550,henricu,0.0013812154696132596
1500-1550,henricv,0.0013812154696132596
1500-1550,henryson,0.0027624309392265192
1500-1550,hermanni,0.0013812154696132596
1500-1550,hervagi,0.0013812154696132596
1500-1550,hervagivm,0.0013812154696132596
1500-1550,heu,0.0013812154696132596
1500-1550,hildebr,0.0013812154696132596
1500-1550,hominvm,0.0013812154696132596
1500-1550,hulderichum,0.0013812154696132596
1500-1550,hundert,0.0013812154696132596
1500-1550,hydropico,0.0013812154696132596
1500-1550,iacobum,0.0027624309392265192
1500-1550,iali,0.0013812154696132596
1500-1550,idu,0.0013812154696132596
1500-1550,iii,0.0013812154696132596
1500-1550,imp,0.0027624309392265192
1500-1550,impensi,0.0013812154696132596
1500-1550,impressum,0.0013812154696132596
1500-1550,imprint,0.03314917127071823
1500-1550,includ,0.0013812154696132596
1500-1550,index,0.0013812154696132596
1500-1550,industriu,0.0013812154696132596
1500-1550,ingolstadii,0.0013812154696132596
1500-1550,initi,0.0013812154696132596
1500-1550,inscrib,0.004143646408839779
1500-1550,inscript,0.017955801104972375
1500-1550,instantia,0.0013812154696132596
1500-1550,institut,0.0013812154696132596
1500-1550,interpremno,0.0013812154696132596
1500-1550,invert,0.0013812154696132596
1500-1550,io,0.0055248618784530384
1500-1550,ioan,0.0013812154696132596
1500-1550,ioannem,0.0055248618784530384
1500-1550,ioanni,0.0027624309392265192
1500-1550,ipsa,0.004143646408839779
1500-1550,ir,0.0013812154696132596
1500-1550,iustitia,0.0013812154696132596
1500-1550,jare,0.0013812154696132596
1500-1550,jm,0.0013812154696132596
1500-1550,joachim,0.0013812154696132596
1500-1550,joanni,0.0013812154696132596
1500-1550,john,0.0013812154696132596
1500-1550,joseph,0.0013812154696132596
1500-1550,kolophon,0.013812154696132596
1500-1550,label,0.0013812154696132596
1500-1550,larma,0.0013812154696132596
1500-1550,last,0.0013812154696132596
1500-1550,latin,0.004143646408839779
1500-1550,laud,0.0013812154696132596
1500-1550,laudem,0.0013812154696132596
1500-1550,leaf,0.0055248618784530384
1500-1550,leather,0.0013812154696132596
1500-1550,lent,0.0013812154696132596
1500-1550,libraro,0.0013812154696132596
1500-1550,libri,0.0013812154696132596
1500-1550,lilio,0.0013812154696132596
1500-1550,lipsia,0.0013812154696132596
1500-1550,lord,0.0013812154696132596
1500-1550,lost,0.0013812154696132596
1500-1550,lower,0.0013812154696132596
1500-1550,lutetia,0.0013812154696132596
1500-1550,magni,0.0013812154696132596
1500-1550,manuscript,0.019337016574585635
1500-1550,marg,0.0013812154696132596
1500-1550,marginalia,0.0027624309392265192
1500-1550,mari,0.0027624309392265192
1500-1550,mariam,0.0013812154696132596
1500-1550,martio,0.0027624309392265192
1500-1550,mathiam,0.0013812154696132596
1500-1550,mcphail,0.0013812154696132596
1500-1550,meder,0.0013812154696132596
1500-1550,mediolani,0.0013812154696132596
1500-1550,medo,0.0013812154696132596
1500-1550,mens,0.0055248618784530384
1500-1550,mese,0.0013812154696132596
1500-1550,messer,0.0013812154696132596
1500-1550,microfich,0.0013812154696132596
1500-1550,microfilm,0.0013812154696132596
1500-1550,mikrofich,0.03729281767955801
1500-1550,militant,0.0013812154696132596
1500-1550,miscellan,0.0013812154696132596
1500-1550,miss,0.0013812154696132596
1500-1550,mo,0.0013812154696132596
1500-1550,modern,0.0013812154696132596
1500-1550,mogvntia,0.0013812154696132596
1500-1550,morbo,0.0013812154696132596
1500-1550,moreau,0.0013812154696132596
1500-1550,morhardu,0.0013812154696132596
1500-1550,nach,0.0013812154696132596
1500-1550,name,0.0013812154696132596
1500-1550,ne,0.0013812154696132596
1500-1550,nel,0.0013812154696132596
1500-1550,next,0.0013812154696132596
1500-1550,nicolo,0.0013812154696132596
1500-1550,note,0.004143646408839779
1500-1550,number,0.0013812154696132596
1500-1550,officina,0.0027624309392265192
1500-1550,officiu,0.0013812154696132596
1500-1550,one,0.0013812154696132596
1500-1550,oppido,0.0013812154696132596
1500-1550,orchaden,0.0013812154696132596
1500-1550,origin,0.03038674033149171
1500-1550,oringaw,0.0013812154696132596
1500-1550,orkney,0.0013812154696132596
1500-1550,ornament,0.0013812154696132596
1500-1550,ottobr,0.0013812154696132596
1500-1550,ouidii,0.0013812154696132596
1500-1550,page,0.015193370165745856
1500-1550,papam,0.0013812154696132596
1500-1550,paper,0.0013812154696132596
1500-1550,paredu,0.0013812154696132596
1500-1550,parisii,0.004143646408839779
1500-1550,partu,0.0013812154696132596
1500-1550,parui,0.0013812154696132596
1500-1550,paruum,0.0013812154696132596
1500-1550,pastedown,0.0027624309392265192
1500-1550,paul,0.0013812154696132596
1500-1550,pedrezano,0.0027624309392265192
1500-1550,pennsylvania,0.0013812154696132596
1500-1550,per,0.006906077348066298
1500-1550,petri,0.0013812154696132596
1500-1550,petrv,0.0013812154696132596
1500-1550,peypu,0.0013812154696132596
1500-1550,philomena,0.0013812154696132596
1500-1550,poiein,0.0013812154696132596
1500-1550,polonia,0.0013812154696132596
1500-1550,portrait,0.0013812154696132596
1500-1550,praelo,0.0013812154696132596
1500-1550,praeminentia,0.0013812154696132596
1500-1550,prato,0.0013812154696132596
1500-1550,press,0.0013812154696132596
1500-1550,pressmark,0.0013812154696132596
1500-1550,prima,0.0013812154696132596
1500-1550,primatu,0.0013812154696132596
1500-1550,primu,0.0013812154696132596
1500-1550,probabl,0.0013812154696132596
1500-1550,proder,0.0013812154696132596
1500-1550,progeni,0.0013812154696132596
1500-1550,proven,0.0013812154696132596
1500-1550,psalteri,0.0013812154696132596
1500-1550,pulcra,0.0013812154696132596
1500-1550,qua,0.0013812154696132596
1500-1550,quandum,0.0013812154696132596
1500-1550,quant,0.0013812154696132596
1500-1550,quasi,0.0013812154696132596
1500-1550,quatuor,0.0013812154696132596
1500-1550,quot,0.0013812154696132596
1500-1550,ragium,0.0013812154696132596
1500-1550,read,0.0013812154696132596
1500-1550,recto,0.0055248618784530384
1500-1550,refer,0.0027624309392265192
1500-1550,reg,0.0013812154696132596
1500-1550,regia,0.0013812154696132596
1500-1550,regnu,0.0013812154696132596
1500-1550,reuisi,0.0013812154696132596
1500-1550,rhau,0.0013812154696132596
1500-1550,ri,0.0013812154696132596
1500-1550,ro,0.0013812154696132596
1500-1550,robertvm,0.0013812154696132596
1500-1550,roigni,0.0013812154696132596
1500-1550,roman,0.0013812154696132596
1500-1550,romanorem,0.0013812154696132596
1500-1550,rosari,0.0013812154696132596
1500-1550,roscou,0.0013812154696132596
1500-1550,rynman,0.0013812154696132596
1500-1550,sanct,0.0013812154696132596
1500-1550,sancta,0.0027624309392265192
1500-1550,sanctum,0.0013812154696132596
1500-1550,saur,0.03867403314917127
1500-1550,sch,0.0013812154696132596
1500-1550,scharffenbergk,0.0013812154696132596
1500-1550,schoeffer,0.0013812154696132596
1500-1550,schottu,0.0013812154696132596
1500-1550,schr,0.0027624309392265192
1500-1550,se,0.0027624309392265192
1500-1550,secerum,0.0013812154696132596
1500-1550,second,0.0013812154696132596
1500-1550,semp,0.0013812154696132596
1500-1550,seri,0.0013812154696132596
1500-1550,sermon,0.0013812154696132596
1500-1550,shaaber,0.0013812154696132596
1500-1550,si,0.0013812154696132596
1500-1550,signor,0.0013812154696132596
1500-1550,sino,0.0013812154696132596
1500-1550,sir,0.0013812154696132596
1500-1550,ssi,0.0013812154696132596
1500-1550,stampato,0.0013812154696132596
1500-1550,start,0.0013812154696132596
1500-1550,stc,0.0013812154696132596
1500-1550,sub,0.0027624309392265192
1500-1550,sumptib,0.0013812154696132596
1500-1550,sunt,0.0027624309392265192
1500-1550,tausent,0.0013812154696132596
1500-1550,teilw,0.006906077348066298
1500-1550,terciu,0.0013812154696132596
1500-1550,text,0.006906077348066298
1500-1550,third,0.0013812154696132596
1500-1550,thoma,0.0013812154696132596
1500-1550,throughout,0.0013812154696132596
1500-1550,tigvri,0.0027624309392265192
1500-1550,tinet,0.0013812154696132596
1500-1550,titelbl,0.0013812154696132596
1500-1550,titl,0.009668508287292817
1500-1550,titlepag,0.0013812154696132596
1500-1550,tota,0.0013812154696132596
1500-1550,trocisti,0.0013812154696132596
1500-1550,tvbinga,0.0013812154696132596
1500-1550,uia,0.0013812154696132596
1500-1550,uidi,0.0013812154696132596
1500-1550,univers,0.0013812154696132596
1500-1550,unread,0.0013812154696132596
1500-1550,upper,0.0013812154696132596
1500-1550,us,0.0055248618784530384
1500-1550,valentinvm,0.0013812154696132596
1500-1550,vann,0.0013812154696132596
1500-1550,veit,0.0013812154696132596
1500-1550,venetia,0.0013812154696132596
1500-1550,verb,0.0013812154696132596
1500-1550,verso,0.0055248618784530384
1500-1550,via,0.0013812154696132596
1500-1550,vid,0.0013812154696132596
1500-1550,vigio,0.0013812154696132596
1500-1550,virgini,0.0013812154696132596
1500-1550,vita,0.0013812154696132596
1500-1550,vite,0.0013812154696132596
1500-1550,viteberga,0.0013812154696132596
1500-1550,vnd,0.0013812154696132596
1500-1550,vnnd,0.0013812154696132596
1500-1550,volendet,0.0013812154696132596
1500-1550,vueissenhorn,0.0013812154696132596
1500-1550,vvinter,0.0013812154696132596
1500-1550,wittemberg,0.0027624309392265192
1500-1550,woodcut,0.0013812154696132596
1500-1550,word,0.0013812154696132596
1500-1550,written,0.0013812154696132596
1500-1550,wythi,0.0013812154696132596
1500-1550,wyttenbach,0.0013812154696132596
1500-1550,zu,0.0027624309392265192
1500-1550,αει,0.0013812154696132596
1500-1550,βλεπω,0.0013812154696132596
1500-1550,βραδεως,0.0013812154696132596
1500-1550,γαρ,0.0013812154696132596
1500-1550,γησαφεος,0.0013812154696132596
1500-1550,γω,0.0013812154696132596
1500-1550,γων,0.0013812154696132596
1500-1550,δοκων,0.0013812154696132596
1500-1550,επι,0.0013812154696132596
1500-1550,εσανασ,0.0013812154696132596
1500-1550,εστ,0.0013812154696132596
1500-1550,ευγη,0.0013812154696132596
1500-1550,μοι,0.0013812154696132596
1500-1550,μονου,0.0013812154696132596
1500-1550,οθευευ,0.0013812154696132596
1500-1550,οθι,0.0013812154696132596
1500-1550,ουδενεν,0.0013812154696132596
1500-1550,ουρη,0.0013812154696132596
1500-1550,πεση,0.0013812154696132596
1500-1550,σαφεσατου,0.0013812154696132596
1500-1550,σοι,0.0013812154696132596
1500-1550,σπευδε,0.0013812154696132596
1500-1550,το,0.0013812154696132596
1500-1550,των,0.0013812154696132596
1550-1600,abendtm,0.0008375209380234506
1550-1600,aber,0.0008375209380234506
1550-1600,abrahami,0.0008375209380234506
1550-1600,ad,0.0008375209380234506
1550-1600,adam,0.005862646566164154
1550-1600,advoc,0.0008375209380234506
1550-1600,agricolam,0.0008375209380234506
1550-1600,aii,0.0008375209380234506
1550-1600,al,0.0008375209380234506
1550-1600,almant,0.0008375209380234506
1550-1600,alva,0.0008375209380234506
1550-1600,alvaro,0.0008375209380234506
1550-1600,amberg,0.002512562814070352
1550-1600,amici,0.0008375209380234506
1550-1600,ander,0.0016750418760469012
1550-1600,andre,0.0008375209380234506
1550-1600,andream,0.0008375209380234506
1550-1600,angeb,0.0016750418760469012
1550-1600,anno,0.007537688442211055
1550-1600,anoth,0.0008375209380234506
1550-1600,anstruth,0.0008375209380234506
1550-1600,antonio,0.0008375209380234506
1550-1600,antverpia,0.0016750418760469012
1550-1600,appear,0.0008375209380234506
1550-1600,apud,0.005025125628140704
1550-1600,architypographi,0.0008375209380234506
1550-1600,architypographuv,0.0008375209380234506
1550-1600,arm,0.010887772194304857
1550-1600,armori,0.0033500837520938024
1550-1600,arnoldi,0.0008375209380234506
1550-1600,au,0.0008375209380234506
1550-1600,auchinleck,0.0008375209380234506
1550-1600,aufnahm,0.0016750418760469012
1550-1600,augusta,0.0008375209380234506
1550-1600,augustin,0.0008375209380234506
1550-1600,augusto,0.0008375209380234506
1550-1600,aureliensi,0.0008375209380234506
1550-1600,ausulti,0.0008375209380234506
1550-1600,avgvsti,0.0008375209380234506
1550-1600,back,0.0016750418760469012
1550-1600,bamfeild,0.0008375209380234506
1550-1600,banner,0.0016750418760469012
1550-1600,basilea,0.0016750418760469012
1550-1600,bear,0.0016750418760469012
1550-1600,bekerung,0.0008375209380234506
1550-1600,bellouaco,0.0008375209380234506
1550-1600,belong,0.0008375209380234506
1550-1600,beltziu,0.0008375209380234506
1550-1600,benoist,0.0008375209380234506
1550-1600,berg,0.0008375209380234506
1550-1600,beverley,0.0008375209380234506
1550-1600,bey,0.009212730318257957
1550-1600,bibliothequ,0.0008375209380234506
1550-1600,bissett,0.0008375209380234506
1550-1600,blank,0.002512562814070352
1550-1600,blut,0.0008375209380234506
1550-1600,book,0.0016750418760469012
1550-1600,bookplat,0.0033500837520938024
1550-1600,bordur,0.0008375209380234506
1550-1600,boswel,0.0016750418760469012
1550-1600,botan,0.0008375209380234506
1550-1600,bound,0.0033500837520938024
1550-1600,brignol,0.0008375209380234506
1550-1600,british,0.0008375209380234506
1550-1600,brown,0.0008375209380234506
1550-1600,bruneau,0.0008375209380234506
1550-1600,burdigala,0.0008375209380234506
1550-1600,bvrdigala,0.0008375209380234506
1550-1600,cal,0.0008375209380234506
1550-1600,cameracensium,0.0008375209380234506
1550-1600,camerlengo,0.0016750418760469012
1550-1600,capitel,0.0008375209380234506
1550-1600,caption,0.0008375209380234506
1550-1600,cardin,0.0016750418760469012
1550-1600,central,0.0008375209380234506
1550-1600,chain,0.0016750418760469012
1550-1600,christi,0.002512562814070352
1550-1600,christian,0.0016750418760469012
1550-1600,christlichen,0.0008375209380234506
1550-1600,christophori,0.002512562814070352
1550-1600,christophorv,0.0008375209380234506
1550-1600,citi,0.0008375209380234506
1550-1600,clement,0.005025125628140704
1550-1600,clo,0.0008375209380234506
1550-1600,coat,0.010050251256281407
1550-1600,collar,0.0008375209380234506
1550-1600,colophon,0.0016750418760469012
1550-1600,colour,0.0008375209380234506
1550-1600,commelini,0.0008375209380234506
1550-1600,commentariu,0.0016750418760469012
1550-1600,consul,0.0008375209380234506
1550-1600,contain,0.0008375209380234506
1550-1600,contemporari,0.0008375209380234506
1550-1600,coronet,0.0008375209380234506
1550-1600,cremer,0.0008375209380234506
1550-1600,crest,0.0016750418760469012
1550-1600,crucifixion,0.0008375209380234506
1550-1600,da,0.005025125628140704
1550-1600,date,0.0041876046901172526
1550-1600,davidem,0.0008375209380234506
1550-1600,de,0.007537688442211055
1550-1600,dedic,0.0016750418760469012
1550-1600,dedicate,0.0008375209380234506
