decade,word,tfidf
1500-1550,antonii,0.20605252865407245
1500-1550,antonio,0.447213595499958
1500-1550,appar,0.1943378689139033
1500-1550,aprili,0.1529094302086887
1500-1550,apud,0.4690281937079244
1500-1550,apvd,0.41946773457325603
1500-1550,argentorati,0.47020665602657824
1500-1550,arm,0.4040504235725586
1500-1550,ati,0.12194598186839214
1500-1550,atio,0.12194598186839214
1500-1550,augrelli,0.20605252865407245
1500-1550,augusto,0.34745749556227323
1500-1550,aul,0.26986570399997034
1500-1550,ausserdem,0.31594281850716605
1500-1550,autem,0.20605252865407245
1500-1550,babilonisen,0.09315195951850452
1500-1550,back,0.4960703931423643
1500-1550,baldelli,0.1497790087047689
1500-1550,baptista,0.1717587316271307
1500-1550,bascarini,0.1717587316271307
1500-1550,basilea,0.3789422205745021
1500-1550,basilisco,0.21760839498472875
1500-1550,beat,0.12194598186839214
1500-1550,bebelij,0.26467462693495
1500-1550,bebelium,0.26467462693495
1500-1550,biblioth,0.26986570399997034
1500-1550,bishop,0.21163560861788605
1500-1550,blado,0.447213595499958
1500-1550,board,0.4960703931423643
1500-1550,book,0.298169010547576
1500-1550,bookstamp,0.21163560861788605
1500-1550,bothwel,0.21163560861788605
1500-1550,bottom,0.09315195951850452
1500-1550,brief,0.1497790087047689
1500-1550,bristolioni,0.1302737645251248
1500-1550,budaei,0.21760839498472875
1500-1550,capit,0.447213595499958
1500-1550,carcovia,0.3579047063703801
1500-1550,catholica,0.14703051757165803
1500-1550,centuri,0.11962602105827654
1500-1550,chalmer,0.21163560861788605
1500-1550,chester,0.24749718744428992
1500-1550,christoph,0.48938966622881047
1500-1550,christophori,0.09315195951850452
1500-1550,co,0.2438919637367843
1500-1550,coat,0.4040504235725586
1500-1550,collect,0.4787810071079913
1500-1550,coloi,0.26986570399997034
1500-1550,colophon,0.6680118452664587
1500-1550,coment,0.09315195951850452
1500-1550,conceptioni,0.24648319727361195
1500-1550,concilij,0.14703051757165803
1500-1550,content,0.1497790087047689
1500-1550,corporibu,0.14703051757165803
1500-1550,corrept,0.1302737645251248
1500-1550,cortones,0.1497790087047689
1500-1550,cover,0.27379858457848333
1500-1550,cracouia,0.3579047063703801
1500-1550,creutzer,0.30553582980641275
1500-1550,crime,0.1302737645251248
1500-1550,cristum,0.12194598186839214
1500-1550,cuculo,0.344064443316692
1500-1550,cun,0.12194598186839214
1500-1550,curat,0.1302737645251248
1500-1550,dame,0.09315195951850452
1500-1550,de,0.5993656755641318
1500-1550,declarat,0.12194598186839214
1500-1550,del,0.3435174632542614
1500-1550,di,0.3435174632542614
1500-1550,difficil,0.1302737645251248
1500-1550,dilig,0.1529094302086887
1500-1550,doctorvm,0.21760839498472875
1500-1550,domini,0.41315780931344576
1500-1550,druckerangab,0.5044210094609385
1500-1550,durch,0.2805632871953342
1500-1550,ecclesia,0.44109155271497413
1500-1550,ed,0.7071067811865476
1500-1550,edin,0.298169010547576
1500-1550,elementi,0.21760839498472875
1500-1550,elucidat,0.12194598186839214
1500-1550,endapap,0.4787810071079913
1500-1550,endpap,0.09315195951850452
1500-1550,english,0.1497790087047689
1500-1550,enth,0.28051376124089433
1500-1550,entir,0.21163560861788605
1500-1550,entri,0.7071067811865476
1500-1550,epigrammata,0.21760839498472875
1500-1550,er,0.4212347770442877
1500-1550,est,0.2605475290502496
1500-1550,estc,1.0
1500-1550,et,0.559894490196721
1500-1550,euangelio,0.14703051757165803
1500-1550,ex,0.2565074921783675
1500-1550,excvdebat,0.32571087357161027
1500-1550,excvsvm,0.14703051757165803
1500-1550,exp,0.1529094302086887
1500-1550,extens,0.24749718744428992
1500-1550,eystettensem,0.26986570399997034
1500-1550,februario,0.20605252865407245
1500-1550,festina,0.1497790087047689
1500-1550,fidei,0.14703051757165803
1500-1550,final,0.1302737645251248
1500-1550,first,0.1943378689139033
1500-1550,flore,0.20605252865407245
1500-1550,flyleaf,0.41261109436848004
1500-1550,foot,0.24780860910318542
1500-1550,foreedg,0.26986570399997034
1500-1550,fraktur,0.7786925572592662
1500-1550,frame,0.21163560861788605
1500-1550,francesco,0.1497790087047689
1500-1550,fraternit,0.12194598186839214
1500-1550,fraternitatem,0.12194598186839214
1500-1550,free,0.43964851286351936
1500-1550,friderich,0.24648319727361195
1500-1550,front,0.4647422581996956
1500-1550,frosch,0.5153170609658008
1500-1550,fuit,0.09315195951850452
1500-1550,funff,0.24648319727361195
1500-1550,funffzehennden,0.24648319727361195
1500-1550,galeoti,0.20605252865407245
1500-1550,gedruckt,0.30553582980641275
1500-1550,generalibu,0.14703051757165803
1500-1550,georgium,0.41315780931344576
1500-1550,ginei,0.1529094302086887
1500-1550,gio,0.1717587316271307
1500-1550,giou,0.1717587316271307
1500-1550,got,0.344064443316692
1500-1550,grammat,0.1497790087047689
1500-1550,gran,0.1529094302086887
1500-1550,grandiu,0.09315195951850452
1500-1550,greek,0.27507406291232
1500-1550,griech,0.2802010819355361
1500-1550,haganoa,0.34745749556227323
1500-1550,hagenaw,0.1529094302086887
1500-1550,hand,0.3124661441483022
1500-1550,head,0.21163560861788605
1500-1550,henricu,0.1529094302086887
1500-1550,henricv,0.32571087357161027
1500-1550,henryson,0.49499437488857984
1500-1550,hermanni,0.09315195951850452
1500-1550,hervagi,0.28377708983918104
1500-1550,hervagivm,0.28377708983918104
1500-1550,heu,0.1302737645251248
1500-1550,hildebr,0.09315195951850452
1500-1550,hominvm,0.21760839498472875
1500-1550,hulderichum,0.14703051757165803
1500-1550,hundert,0.24648319727361195
1500-1550,hydropico,0.1302737645251248
1500-1550,iacobum,0.19982247796240216
1500-1550,iali,0.1529094302086887
1500-1550,idu,0.1529094302086887
1500-1550,iii,0.4040504235725586
1500-1550,imp,0.3058188604173774
1500-1550,impensi,0.20605252865407245
1500-1550,impressum,0.20605252865407245
1500-1550,imprint,0.43059180265869557
1500-1550,includ,0.7071067811865476
1500-1550,index,0.7071067811865476
1500-1550,industriu,0.1529094302086887
1500-1550,ingolstadii,0.438351641771658
1500-1550,initi,0.5402249193980297
1500-1550,inscrib,0.27507406291232
1500-1550,inscript,0.34498612556865027
1500-1550,instantia,0.1717587316271307
1500-1550,institut,0.09315195951850452
1500-1550,interpremno,0.09315195951850452
1500-1550,invert,0.1302737645251248
1500-1550,io,0.5211659346561864
1500-1550,ioan,0.34745749556227323
1500-1550,ioannem,0.3833567815698784
1500-1550,ioanni,0.39454660814032566
1500-1550,ipsa,0.27945587855551357
1500-1550,ir,0.1529094302086887
1500-1550,iustitia,0.14703051757165803
1500-1550,jare,0.24648319727361195
1500-1550,jm,0.24648319727361195
1500-1550,joachim,0.12194598186839214
1500-1550,joanni,0.1529094302086887
1500-1550,john,0.4180326799468662
1500-1550,joseph,0.12194598186839214
1500-1550,kolophon,0.2877152240126648
1500-1550,label,0.298169010547576
1500-1550,larma,0.09315195951850452
1500-1550,last,0.1302737645251248
1500-1550,latin,0.27507406291232
1500-1550,laud,0.12194598186839214
1500-1550,laudem,0.21760839498472875
1500-1550,leaf,0.21291576463947942
1500-1550,leather,0.21163560861788605
1500-1550,lent,0.1497790087047689
1500-1550,libraro,0.1717587316271307
1500-1550,libri,0.298169010547576
1500-1550,lilio,0.20605252865407245
1500-1550,lipsia,0.4536907969525273
1500-1550,lord,0.24749718744428992
1500-1550,lost,0.21163560861788605
1500-1550,lower,0.21163560861788605
1500-1550,lutetia,0.20605252865407245
1500-1550,magni,0.09315195951850452
1500-1550,manuscript,0.6421044702386465
1500-1550,marg,0.09315195951850452
1500-1550,marginalia,0.13753703145616
1500-1550,mari,0.22633723877594522
1500-1550,mariam,0.12194598186839214
1500-1550,martio,0.2990893520488735
1500-1550,mathiam,0.3579047063703801
1500-1550,mcphail,0.4180326799468662
1500-1550,meder,1.0
1500-1550,mediolani,0.5044210094609385
1500-1550,medo,0.09315195951850452
1500-1550,mens,0.2832800972165615
1500-1550,mese,0.1717587316271307
1500-1550,messer,0.1717587316271307
1500-1550,microfich,1.0
1500-1550,microfilm,1.0
1500-1550,mikrofich,0.7124704679189893
1500-1550,militant,0.14703051757165803
1500-1550,miscellan,0.1302737645251248
1500-1550,miss,0.12194598186839214
1500-1550,mo,0.1529094302086887
1500-1550,modern,0.4180326799468662
1500-1550,mogvntia,0.4296646454371337
1500-1550,morbo,0.1302737645251248
1500-1550,moreau,1.0
1500-1550,morhardu,0.14703051757165803
1500-1550,nach,0.5044210094609385
1500-1550,name,0.6680118452664587
1500-1550,ne,0.12194598186839214
1500-1550,nel,0.1717587316271307
1500-1550,next,0.09315195951850452
1500-1550,nicolo,0.1717587316271307
1500-1550,note,0.7666171464946158
1500-1550,number,0.09315195951850452
1500-1550,officina,0.4025235850108033
1500-1550,officiu,0.12194598186839214
1500-1550,one,0.12194598186839214
1500-1550,oppido,0.1529094302086887
1500-1550,orchaden,0.21163560861788605
1500-1550,origin,0.44533602895916957
1500-1550,oringaw,0.1529094302086887
1500-1550,orkney,0.21163560861788605
1500-1550,ornament,0.447213595499958
1500-1550,ottobr,0.1717587316271307
1500-1550,ouidii,0.344064443316692
1500-1550,page,0.3012138586847086
1500-1550,papam,0.4536907969525273
1500-1550,paper,0.298169010547576
1500-1550,paredu,0.09315195951850452
1500-1550,parisii,0.5398135304619328
1500-1550,partu,0.1529094302086887
1500-1550,parui,0.20605252865407245
1500-1550,paruum,0.20605252865407245
1500-1550,pastedown,0.24780860910318542
1500-1550,paul,0.4040504235725586
1500-1550,pedrezano,0.3435174632542614
1500-1550,pennsylvania,0.5773502691896258
1500-1550,per,0.3789422205745021
1500-1550,petri,0.14703051757165803
1500-1550,petrv,0.32571087357161027
1500-1550,peypu,0.24648319727361195
1500-1550,philomena,0.344064443316692
1500-1550,poiein,0.1497790087047689
1500-1550,polonia,0.3579047063703801
1500-1550,portrait,0.7071067811865476
1500-1550,praelo,0.20605252865407245
1500-1550,praeminentia,0.14703051757165803
1500-1550,prato,0.20605252865407245
1500-1550,press,0.447213595499958
1500-1550,pressmark,0.298169010547576
1500-1550,prima,0.09315195951850452
1500-1550,primatu,0.14703051757165803
1500-1550,primu,0.12194598186839214
1500-1550,probabl,0.1497790087047689
1500-1550,proder,0.1302737645251248
1500-1550,progeni,0.12194598186839214
1500-1550,proven,0.298169010547576
1500-1550,psalteri,0.12194598186839214
1500-1550,pulcra,0.12194598186839214
1500-1550,qua,0.1302737645251248
1500-1550,quandum,0.09315195951850452
1500-1550,quant,0.09315195951850452
1500-1550,quasi,0.09315195951850452
1500-1550,quatuor,0.21760839498472875
1500-1550,quot,0.7071067811865476
1500-1550,ragium,0.09315195951850452
1500-1550,read,0.6274891422902557
1500-1550,recto,0.2430954789396533
1500-1550,refer,1.0
1500-1550,reg,0.298169010547576
1500-1550,regia,0.3579047063703801
1500-1550,regnu,0.09315195951850452
1500-1550,reuisi,0.1529094302086887
1500-1550,rhau,0.41315780931344576
1500-1550,ri,0.1529094302086887
1500-1550,ro,0.1529094302086887
1500-1550,robertvm,0.46479197168224273
1500-1550,roigni,0.21760839498472875
1500-1550,roman,0.14703051757165803
1500-1550,romanorem,0.09315195951850452
1500-1550,rosari,0.12194598186839214
1500-1550,roscou,0.4787810071079913
1500-1550,rynman,0.1529094302086887
1500-1550,sanct,0.12194598186839214
1500-1550,sancta,0.13501318439173748
1500-1550,sanctum,0.20605252865407245
1500-1550,saur,0.7017020965789517
1500-1550,sch,0.298169010547576
1500-1550,scharffenbergk,0.3579047063703801
1500-1550,schoeffer,0.4296646454371337
1500-1550,schottu,0.47020665602657824
1500-1550,schr,0.31594281850716605
1500-1550,se,0.13501318439173748
1500-1550,secerum,0.34745749556227323
1500-1550,second,0.1497790087047689
1500-1550,semp,0.1497790087047689
1500-1550,seri,0.09315195951850452
1500-1550,sermon,0.1529094302086887
1500-1550,shaaber,0.5773502691896258
1500-1550,si,0.1529094302086887
1500-1550,signor,0.1717587316271307
1500-1550,sino,0.26986570399997034
1500-1550,sir,0.24749718744428992
1500-1550,ssi,0.1529094302086887
1500-1550,stampato,0.1717587316271307
1500-1550,start,0.09315195951850452
1500-1550,stc,0.7071067811865476
1500-1550,sub,0.19982247796240216
1500-1550,sumptib,0.1529094302086887
1500-1550,sunt,0.18630391903700905
1500-1550,tausent,0.24648319727361195
1500-1550,teilw,0.45538618968919503
1500-1550,terciu,0.12194598186839214
1500-1550,text,0.21578770067273445
1500-1550,third,0.1497790087047689
1500-1550,thoma,0.24749718744428992
1500-1550,throughout,0.1302737645251248
1500-1550,tigvri,0.5153170609658008
1500-1550,tinet,0.12194598186839214
1500-1550,titelbl,0.32571087357161027
1500-1550,titl,0.32545595440738273
1500-1550,titlepag,0.7071067811865476
1500-1550,tota,0.12194598186839214
1500-1550,trocisti,0.1302737645251248
1500-1550,tvbinga,0.14703051757165803
1500-1550,uia,0.21760839498472875
1500-1550,uidi,0.1529094302086887
1500-1550,univers,0.5773502691896258
1500-1550,unread,0.09315195951850452
1500-1550,upper,0.21163560861788605
1500-1550,us,0.3588780631748296
1500-1550,valentinvm,0.4536907969525273
1500-1550,vann,0.1717587316271307
1500-1550,veit,0.30553582980641275
1500-1550,venetia,0.1717587316271307
1500-1550,verb,0.1497790087047689
1500-1550,verso,0.2241426536822681
1500-1550,via,0.20605252865407245
1500-1550,vid,0.09315195951850452
1500-1550,vigio,0.09315195951850452
1500-1550,virgini,0.12194598186839214
1500-1550,vita,0.344064443316692
1500-1550,vite,0.1302737645251248
1500-1550,viteberga,0.41315780931344576
1500-1550,vnd,0.24648319727361195
1500-1550,vnnd,0.24648319727361195
1500-1550,volendet,0.24648319727361195
1500-1550,vueissenhorn,0.438351641771658
1500-1550,vvinter,0.46479197168224273
1500-1550,wittemberg,0.6110716596128255
1500-1550,woodcut,0.4040504235725586
1500-1550,word,0.09315195951850452
1500-1550,written,0.1497790087047689
1500-1550,wythi,0.1302737645251248
1500-1550,wyttenbach,0.09315195951850452
1500-1550,zu,0.2805632871953342
1500-1550,αει,0.1497790087047689
1500-1550,βλεπω,0.09315195951850452
1500-1550,βραδεως,0.1497790087047689
1500-1550,γαρ,0.09315195951850452
1500-1550,γησαφεος,0.09315195951850452
1500-1550,γω,0.09315195951850452
1500-1550,γων,0.09315195951850452
1500-1550,δοκων,0.09315195951850452
1500-1550,επι,0.09315195951850452
1500-1550,εσανασ,0.09315195951850452
1500-1550,εστ,0.09315195951850452
1500-1550,ευγη,0.09315195951850452
1500-1550,μοι,0.09315195951850452
1500-1550,μονου,0.09315195951850452
1500-1550,οθευευ,0.09315195951850452
1500-1550,οθι,0.09315195951850452
1500-1550,ουδενεν,0.09315195951850452
1500-1550,ουρη,0.09315195951850452
1500-1550,πεση,0.09315195951850452
1500-1550,σαφεσατου,0.09315195951850452
1500-1550,σοι,0.09315195951850452
1500-1550,σπευδε,0.1497790087047689
1500-1550,το,0.09315195951850452
1500-1550,των,0.09315195951850452
1550-1600,abendtm,0.1935712984812934
1550-1600,aber,0.1699902759090394
1550-1600,abrahami,0.41607759808468886
1550-1600,ad,0.26626442678865764
1550-1600,adam,1.0
1550-1600,advoc,0.1895641585897876
1550-1600,agricolam,0.301682697579348
1550-1600,aii,0.2944433550262072
1550-1600,al,0.1699902759090394
1550-1600,almant,0.45453159847121644
1550-1600,alva,0.38552325326881004
1550-1600,alvaro,0.4191100253551724
1550-1600,amberg,0.425287385675776
1550-1600,amici,0.2558354795135072
1550-1600,ander,0.16972686783899205
1550-1600,andre,0.3058473018442838
1550-1600,andream,0.32306102118097063
1550-1600,angeb,0.2364750163907291
1550-1600,anno,0.37385404687171064
1550-1600,anoth,0.3058473018442838
1550-1600,anstruth,0.40914219612297814
1550-1600,antonio,0.5292396338587676
1550-1600,antverpia,0.30794827644036293
1550-1600,appear,0.2944433550262072
1550-1600,apud,0.384223624318709
1550-1600,architypographi,0.26912666536131874
1550-1600,architypographuv,0.26912666536131874
1550-1600,arm,0.4149238600551205
1550-1600,armori,0.32527928858983013
1550-1600,arnoldi,0.26626442678865764
1550-1600,au,0.25404163011081937
1550-1600,auchinleck,0.20516580466701545
1550-1600,aufnahm,0.7071067811865475
1550-1600,augusta,0.14829934369817893
1550-1600,augustin,0.14829934369817893
1550-1600,augusto,0.4685898232340138
1550-1600,aureliensi,0.776060372574267
1550-1600,ausulti,0.4305439835492594
1550-1600,avgvsti,0.26912666536131874
1550-1600,back,0.23188427597181138
1550-1600,bamfeild,0.22952465795785437
1550-1600,banner,0.29659868739635786
1550-1600,basilea,0.4796566793334141
1550-1600,bear,0.29659868739635786
1550-1600,bekerung,0.25404163011081937
1550-1600,bellouaco,0.32306102118097063
1550-1600,belong,0.15487093287567047
1550-1600,beltziu,0.25404163011081937
1550-1600,benoist,0.2293574403322836
1550-1600,berg,0.34718872704499
1550-1600,beverley,0.24910986523672166
1550-1600,bey,0.3660479269545775
1550-1600,bibliothequ,0.26626442678865764
1550-1600,bissett,0.20516580466701545
1550-1600,blank,0.7225258201221905
1550-1600,blut,0.1935712984812934
1550-1600,book,0.35616461518741555
1550-1600,bookplat,0.32527928858983013
1550-1600,bordur,0.14829934369817893
1550-1600,boswel,0.4103316093340309
1550-1600,botan,0.7071067811865476
1550-1600,bound,0.24843203163713304
1550-1600,brignol,0.42855520032699707
1550-1600,british,0.37398332426880965
1550-1600,brown,0.22952465795785437
1550-1600,bruneau,0.2293574403322836
1550-1600,burdigala,0.2678393989004279
1550-1600,bvrdigala,0.2678393989004279
1550-1600,cal,0.1699902759090394
1550-1600,cameracensium,0.32109564382608435
1550-1600,camerlengo,0.44127261277884056
1550-1600,capitel,0.19400967370108635
1550-1600,caption,0.6808733800369213
1550-1600,cardin,0.44127261277884056
1550-1600,central,0.2761042680792778
1550-1600,chain,0.29659868739635786
1550-1600,christi,0.4131977032674485
1550-1600,christian,0.4387910669893879
1550-1600,christlichen,0.22843998992292397
1550-1600,christophori,0.29171747830811634
1550-1600,christophorv,0.26912666536131874
1550-1600,citi,0.43954273351470613
1550-1600,clement,0.48833379734138155
1550-1600,clo,0.2293574403322836
1550-1600,coat,0.4227724984695795
1550-1600,collar,0.14829934369817893
1550-1600,colophon,0.3989212239641614
1550-1600,colour,0.5022140598681227
1550-1600,commelini,0.3634588998807057
1550-1600,commentariu,0.3476225836106457
1550-1600,consul,0.37398332426880965
1550-1600,contain,0.3734458259128181
1550-1600,contemporari,0.22952465795785437
1550-1600,coronet,0.14829934369817893
1550-1600,cremer,0.24910986523672166
1550-1600,crest,0.29659868739635786
1550-1600,crucifixion,0.6656652736873075
1550-1600,da,0.45725624483709715
1550-1600,date,0.6776861643879375
1550-1600,davidem,0.4447928615514498
1550-1600,de,0.35917661429576836
1550-1600,dedic,1.0
1550-1600,dedicate,0.4191100253551724
1550-1600,dedicatori,0.15487093287567047
1550-1600,dee,0.2558354795135072
1550-1600,dem,0.1823350763963053
1550-1600,demeur,0.2293574403322836
1550-1600,den,0.1699902759090394
1550-1600,der,0.2796565563953137
1550-1600,dess,0.1935712984812934
1550-1600,dexter,0.14829934369817893
1550-1600,dich,0.17285157625233105
1550-1600,die,0.19400967370108635
1550-1600,differ,0.4185760630578495
1550-1600,digitis,0.3201645216277603
1550-1600,dir,0.17285157625233105
1550-1600,domin,0.4918391035650502
1550-1600,domini,0.5152881119165037
1550-1600,domu,0.26626442678865764
1550-1600,dono,0.23814482368458903
1550-1600,dritt,0.17285157625233105
1550-1600,ducal,0.14829934369817893
1550-1600,due,0.3666685810029519
1550-1600,durch,0.30966183778317646
1550-1600,earl,0.26499498970456126
1550-1600,ed,0.7319607914735958
1550-1600,eden,0.20516580466701545
1550-1600,edit,1.0
1550-1600,edua,0.22952465795785437
1550-1600,ein,0.284698400357206
1550-1600,einem,0.3880193474021727
1550-1600,eisleben,0.40273946151809614
1550-1600,electron,0.7071067811865476
1550-1600,emptu,0.1895641585897876
1550-1600,en,0.2293574403322836
