decade,word,tfidf
1500-1550,almost,0.2037373900489843
1500-1550,along,0.15039542681080986
1500-1550,also,0.13157482319748146
1500-1550,animatus,0.09169737095152877
1500-1550,ann,0.17136287983413898
1500-1550,anna,0.24456017115722048
1500-1550,anne,0.24456017115722048
1500-1550,anni,0.28377708983918104
1500-1550,anno,0.5331201085523699
1500-1550,antonii,0.20605252865407245
1500-1550,antonio,0.447213595499958
1500-1550,apparently,0.18708520016444
1500-1550,aprilis,0.1529094302086887
1500-1550,apud,0.4690281937079244
1500-1550,apvd,0.41946773457325603
1500-1550,argentorati,0.47020665602657824
1500-1550,arms,0.4040504235725586
1500-1550,ati,0.12228008557861024
1500-1550,atio,0.12228008557861024
1500-1550,augrelli,0.20605252865407245
1500-1550,augusto,0.34745749556227323
1500-1550,aul,0.26844705875056346
1500-1550,ausserdem,0.31594281850716605
1500-1550,autem,0.20605252865407245
1500-1550,babilonisens,0.09169737095152877
1500-1550,back,0.48509622062136454
1500-1550,baldelli,0.15039542681080986
1500-1550,baptista,0.17136287983413898
1500-1550,bascarini,0.17136287983413898
1500-1550,basileae,0.3789422205745021
1500-1550,basilisco,0.21760839498472875
1500-1550,beate,0.12228008557861024
1500-1550,bebelij,0.26467462693495
1500-1550,bebelium,0.26467462693495
1500-1550,biblioth,0.26844705875056346
1500-1550,bishop,0.2037373900489843
1500-1550,blado,0.447213595499958
1500-1550,board,0.4074747800979686
1500-1550,boards,0.5282739512540474
1500-1550,book,0.29611238346072283
1500-1550,bookstamp,0.2037373900489843
1500-1550,bothwell,0.2037373900489843
1500-1550,bottom,0.09169737095152877
1500-1550,brief,0.15039542681080986
1500-1550,bristolionis,0.13157482319748146
1500-1550,budaei,0.21760839498472875
1500-1550,capital,0.447213595499958
1500-1550,carcoviae,0.3579047063703801
1500-1550,catholica,0.15383194418367738
1500-1550,century,0.12082073952445992
1500-1550,chalmer,0.2037373900489843
1500-1550,chesters,0.24713852495917107
1500-1550,christoph,0.48938966622881047
1500-1550,christophori,0.09169737095152877
1500-1550,co,0.24456017115722048
1500-1550,coat,0.4040504235725586
1500-1550,collection,0.4709903415742531
1500-1550,coloie,0.26844705875056346
1500-1550,colophon,0.6680118452664587
1500-1550,coments,0.09169737095152877
1500-1550,conceptionis,0.24648319727361195
1500-1550,concilijs,0.15383194418367738
1500-1550,content,0.15039542681080986
1500-1550,corporibus,0.15383194418367738
1500-1550,corrept,0.13157482319748146
1500-1550,cortonese,0.15039542681080986
1500-1550,cover,0.29611238346072283
1500-1550,covering,0.2037373900489843
1500-1550,cracouia,0.3579047063703801
1500-1550,creutzer,0.30553582980641275
1500-1550,crime,0.13157482319748146
1500-1550,cristum,0.12228008557861024
1500-1550,cuculo,0.344064443316692
1500-1550,cun,0.12228008557861024
1500-1550,curat,0.13157482319748146
1500-1550,damelis,0.09169737095152877
1500-1550,de,0.6270914955057372
1500-1550,declarat,0.12228008557861024
1500-1550,del,0.34272575966827795
1500-1550,di,0.34272575966827795
1500-1550,difficile,0.13157482319748146
1500-1550,diligent,0.1529094302086887
1500-1550,doctorvm,0.21760839498472875
1500-1550,domini,0.41315780931344576
1500-1550,druckerangabe,0.5044210094609385
1500-1550,durch,0.2805632871953342
1500-1550,ecclesia,0.15383194418367738
1500-1550,ecclesiae,0.30766388836735475
1500-1550,ed,0.7071067811865476
1500-1550,edin,0.29611238346072283
1500-1550,elementis,0.21760839498472875
1500-1550,elucidat,0.12228008557861024
1500-1550,endapaper,0.4709903415742531
1500-1550,endpaper,0.09169737095152877
1500-1550,english,0.15039542681080986
1500-1550,enth,0.28051376124089433
1500-1550,entirely,0.2037373900489843
1500-1550,entry,0.7071067811865476
1500-1550,epigrammata,0.21760839498472875
1500-1550,er,0.4212347770442877
1500-1550,est,0.2631496463949629
1500-1550,estc,1.0
1500-1550,et,0.5614284712565256
1500-1550,euangelio,0.15383194418367738
1500-1550,ex,0.25473822629984444
1500-1550,excvdebat,0.32571087357161027
1500-1550,excvsvm,0.15383194418367738
1500-1550,expe,0.1529094302086887
1500-1550,extensive,0.24713852495917107
1500-1550,eystettensem,0.26844705875056346
1500-1550,februario,0.20605252865407245
1500-1550,festina,0.15039542681080986
1500-1550,fidei,0.15383194418367738
1500-1550,final,0.13157482319748146
1500-1550,first,0.18708520016444
1500-1550,flore,0.20605252865407245
1500-1550,flyleaf,0.41430920247803116
1500-1550,foot,0.24650591483394105
1500-1550,foreedge,0.26844705875056346
1500-1550,fraktur,0.7786925572592662
1500-1550,frame,0.2037373900489843
1500-1550,francesco,0.15039542681080986
1500-1550,fraternitate,0.12228008557861024
1500-1550,fraternitatem,0.12228008557861024
1500-1550,free,0.43249460645270693
1500-1550,friderich,0.24648319727361195
1500-1550,front,0.4544611332025446
1500-1550,frosch,0.5153170609658008
1500-1550,fuit,0.09169737095152877
1500-1550,funff,0.24648319727361195
1500-1550,funffzehennden,0.24648319727361195
1500-1550,galeoti,0.20605252865407245
1500-1550,gedruckt,0.30553582980641275
1500-1550,generalibus,0.15383194418367738
1500-1550,georgium,0.41315780931344576
1500-1550,ginei,0.1529094302086887
1500-1550,gio,0.17136287983413898
1500-1550,giou,0.17136287983413898
1500-1550,got,0.344064443316692
1500-1550,grammatical,0.15039542681080986
1500-1550,gran,0.1529094302086887
1500-1550,grandius,0.09169737095152877
1500-1550,greek,0.2762061349853541
1500-1550,griech,0.2802010819355361
1500-1550,haganoae,0.34745749556227323
1500-1550,hagenaw,0.1529094302086887
1500-1550,hand,0.32010456697006456
1500-1550,hands,0.2037373900489843
1500-1550,head,0.2037373900489843
1500-1550,henricu,0.1529094302086887
1500-1550,henricvs,0.32571087357161027
1500-1550,henryson,0.49427704991834215
1500-1550,hermanni,0.09169737095152877
1500-1550,hervagi,0.28377708983918104
1500-1550,hervagivm,0.28377708983918104
1500-1550,heu,0.13157482319748146
1500-1550,hildebr,0.09169737095152877
1500-1550,hominvm,0.21760839498472875
1500-1550,hulderichum,0.15383194418367738
1500-1550,hundert,0.24648319727361195
1500-1550,hydropico,0.13157482319748146
1500-1550,iacobum,0.19982247796240216
1500-1550,iali,0.1529094302086887
1500-1550,idus,0.1529094302086887
1500-1550,iii,0.4040504235725586
1500-1550,imp,0.3058188604173774
1500-1550,impensis,0.20605252865407245
1500-1550,impressum,0.20605252865407245
1500-1550,imprint,0.43059180265869557
1500-1550,includes,0.7071067811865476
1500-1550,index,0.7071067811865476
1500-1550,industriu,0.1529094302086887
1500-1550,ingolstadii,0.438351641771658
1500-1550,initials,0.5282739512540474
1500-1550,inscribed,0.2762061349853541
1500-1550,inscription,0.38399571588837195
1500-1550,inscriptions,0.3738016950190762
1500-1550,instantia,0.17136287983413898
1500-1550,institut,0.09169737095152877
1500-1550,interpremno,0.09169737095152877
1500-1550,inverted,0.13157482319748146
1500-1550,io,0.5211659346561864
1500-1550,ioan,0.34745749556227323
1500-1550,ioannem,0.3833567815698784
1500-1550,ioannis,0.39454660814032566
1500-1550,ipsa,0.27509211285458635
1500-1550,ir,0.1529094302086887
1500-1550,iustitia,0.15383194418367738
1500-1550,jare,0.24648319727361195
1500-1550,jm,0.24648319727361195
1500-1550,joachim,0.12228008557861024
1500-1550,joannis,0.1529094302086887
1500-1550,john,0.4111590775390396
1500-1550,joseph,0.12228008557861024
1500-1550,kolophon,0.2877152240126648
1500-1550,label,0.29611238346072283
1500-1550,larma,0.09169737095152877
1500-1550,last,0.13157482319748146
1500-1550,latin,0.2762061349853541
1500-1550,laudem,0.21760839498472875
1500-1550,laudes,0.12228008557861024
1500-1550,leaf,0.2126072160937156
1500-1550,leather,0.2037373900489843
1500-1550,lente,0.15039542681080986
1500-1550,libraro,0.17136287983413898
1500-1550,libris,0.29611238346072283
1500-1550,lilio,0.20605252865407245
1500-1550,lipsiae,0.4536907969525273
1500-1550,lord,0.24713852495917107
1500-1550,lost,0.2037373900489843
1500-1550,lower,0.2037373900489843
1500-1550,lutetiae,0.20605252865407245
1500-1550,magnis,0.09169737095152877
1500-1550,manuscript,0.6421044702386465
1500-1550,marges,0.09169737095152877
1500-1550,marginalia,0.13810306749267706
1500-1550,mariam,0.12228008557861024
1500-1550,marie,0.22633723877594522
1500-1550,martio,0.2990893520488735
1500-1550,mathiam,0.3579047063703801
1500-1550,mcphail,0.4111590775390396
1500-1550,meder,1.0
1500-1550,mediolani,0.5044210094609385
1500-1550,medo,0.09169737095152877
1500-1550,mense,0.2832800972165615
1500-1550,mese,0.17136287983413898
1500-1550,messer,0.17136287983413898
1500-1550,microfiche,1.0
1500-1550,microfilm,1.0
1500-1550,mikrofiche,0.7124704679189893
1500-1550,militante,0.15383194418367738
1500-1550,miscellaneous,0.13157482319748146
1500-1550,misse,0.12228008557861024
1500-1550,mo,0.1529094302086887
1500-1550,modern,0.4111590775390396
1500-1550,mogvntiae,0.4296646454371337
1500-1550,morbo,0.13157482319748146
1500-1550,moreau,1.0
1500-1550,morhardu,0.15383194418367738
1500-1550,nach,0.5044210094609385
1500-1550,names,0.6680118452664587
1500-1550,nel,0.17136287983413898
1500-1550,nes,0.12228008557861024
1500-1550,next,0.09169737095152877
1500-1550,nicolo,0.17136287983413898
1500-1550,notes,0.7666171464946158
1500-1550,number,0.09169737095152877
1500-1550,officina,0.4025235850108033
1500-1550,officiu,0.12228008557861024
1500-1550,ones,0.12228008557861024
1500-1550,oppido,0.1529094302086887
1500-1550,orchaden,0.2037373900489843
1500-1550,original,0.44533602895916957
1500-1550,oringaw,0.1529094302086887
1500-1550,orkney,0.2037373900489843
1500-1550,ornamental,0.447213595499958
1500-1550,ottobre,0.17136287983413898
1500-1550,ouidii,0.344064443316692
1500-1550,page,0.2962610777093334
1500-1550,pages,0.15039542681080986
1500-1550,papam,0.4536907969525273
1500-1550,paper,0.29611238346072283
1500-1550,paredus,0.09169737095152877
1500-1550,parisiis,0.5398135304619328
1500-1550,partus,0.1529094302086887
1500-1550,parui,0.20605252865407245
1500-1550,paruum,0.20605252865407245
1500-1550,pastedown,0.24650591483394105
1500-1550,paul,0.4040504235725586
1500-1550,pedrezano,0.34272575966827795
1500-1550,pennsylvania,0.5773502691896258
1500-1550,per,0.3789422205745021
1500-1550,petri,0.15383194418367738
1500-1550,petrvs,0.32571087357161027
1500-1550,peypus,0.24648319727361195
1500-1550,philomena,0.344064443316692
1500-1550,poiein,0.15039542681080986
1500-1550,poloniae,0.3579047063703801
1500-1550,portrait,0.7071067811865476
1500-1550,praelo,0.20605252865407245
1500-1550,praeminentia,0.15383194418367738
1500-1550,prato,0.20605252865407245
1500-1550,press,0.447213595499958
1500-1550,pressmark,0.29611238346072283
1500-1550,prima,0.09169737095152877
1500-1550,primatu,0.15383194418367738
1500-1550,primus,0.12228008557861024
1500-1550,probably,0.15039542681080986
1500-1550,proder,0.13157482319748146
1500-1550,progenie,0.12228008557861024
1500-1550,provenance,0.29611238346072283
1500-1550,psaltery,0.12228008557861024
1500-1550,pulcra,0.12228008557861024
1500-1550,qua,0.13157482319748146
1500-1550,quandum,0.09169737095152877
1500-1550,quant,0.09169737095152877
1500-1550,quasi,0.09169737095152877
1500-1550,quatuor,0.21760839498472875
1500-1550,quoted,0.7071067811865476
1500-1550,ragium,0.09169737095152877
1500-1550,reads,0.6274891422902557
1500-1550,recto,0.2414187227074725
1500-1550,references,1.0
1500-1550,reg,0.29611238346072283
1500-1550,regia,0.3579047063703801
1500-1550,regnus,0.09169737095152877
1500-1550,reuisi,0.1529094302086887
1500-1550,rhau,0.41315780931344576
1500-1550,ri,0.1529094302086887
1500-1550,ro,0.1529094302086887
1500-1550,robertvm,0.46479197168224273
1500-1550,roigny,0.21760839498472875
1500-1550,roman,0.15383194418367738
1500-1550,romanorem,0.09169737095152877
1500-1550,rosary,0.12228008557861024
1500-1550,roscou,0.4709903415742531
1500-1550,rynman,0.1529094302086887
1500-1550,sancta,0.1412587059369357
1500-1550,sancte,0.12228008557861024
1500-1550,sanctum,0.20605252865407245
1500-1550,saur,0.7017020965789517
1500-1550,sch,0.29611238346072283
1500-1550,scharffenbergk,0.3579047063703801
1500-1550,schoeffer,0.4296646454371337
1500-1550,schottu,0.47020665602657824
1500-1550,schr,0.31594281850716605
1500-1550,se,0.1412587059369357
1500-1550,secerum,0.34745749556227323
1500-1550,second,0.15039542681080986
1500-1550,semp,0.15039542681080986
1500-1550,series,0.09169737095152877
1500-1550,sermones,0.1529094302086887
1500-1550,shaaber,0.5773502691896258
1500-1550,signore,0.17136287983413898
1500-1550,sino,0.26844705875056346
1500-1550,sir,0.24713852495917107
1500-1550,sis,0.1529094302086887
1500-1550,ssi,0.1529094302086887
1500-1550,stampato,0.17136287983413898
1500-1550,starting,0.09169737095152877
1500-1550,stc,0.7071067811865476
1500-1550,sub,0.19982247796240216
1500-1550,sumptib,0.1529094302086887
1500-1550,sunt,0.18339474190305755
1500-1550,tausent,0.24648319727361195
1500-1550,teilw,0.45538618968919503
1500-1550,tercius,0.12228008557861024
1500-1550,text,0.21578770067273445
1500-1550,third,0.15039542681080986
1500-1550,thomas,0.24713852495917107
1500-1550,throughout,0.13157482319748146
1500-1550,tigvri,0.5153170609658008
1500-1550,tinet,0.12228008557861024
1500-1550,titelbl,0.32571087357161027
1500-1550,title,0.32010456697006456
1500-1550,titlepage,0.7071067811865476
1500-1550,tota,0.12228008557861024
1500-1550,trocistis,0.13157482319748146
1500-1550,tvbingae,0.15383194418367738
1500-1550,uia,0.21760839498472875
1500-1550,uidi,0.1529094302086887
1500-1550,university,0.5773502691896258
1500-1550,unreadable,0.09169737095152877
1500-1550,upper,0.2037373900489843
1500-1550,us,0.36246221857337974
1500-1550,valentinvm,0.4536907969525273
1500-1550,vann,0.17136287983413898
1500-1550,veit,0.30553582980641275
1500-1550,venetia,0.17136287983413898
1500-1550,verb,0.15039542681080986
1500-1550,verso,0.2263811914606257
1500-1550,via,0.20605252865407245
1500-1550,vid,0.09169737095152877
1500-1550,vigio,0.09169737095152877
1500-1550,virginis,0.12228008557861024
1500-1550,vita,0.344064443316692
1500-1550,vite,0.13157482319748146
1500-1550,vitebergae,0.41315780931344576
1500-1550,vnd,0.24648319727361195
1500-1550,vnnd,0.24648319727361195
1500-1550,volendet,0.24648319727361195
1500-1550,vueissenhorn,0.438351641771658
1500-1550,vvinter,0.46479197168224273
1500-1550,wittemberg,0.6110716596128255
1500-1550,woodcut,0.4040504235725586
1500-1550,words,0.09169737095152877
1500-1550,written,0.15039542681080986
1500-1550,wythi,0.13157482319748146
1500-1550,wyttenbach,0.09169737095152877
1500-1550,zu,0.2805632871953342
1500-1550,αει,0.15039542681080986
1500-1550,βλεπω,0.09169737095152877
1500-1550,βραδεως,0.15039542681080986
1500-1550,γαρ,0.09169737095152877
1500-1550,γησαφεος,0.09169737095152877
1500-1550,γω,0.09169737095152877
1500-1550,γων,0.09169737095152877
1500-1550,δοκων,0.09169737095152877
1500-1550,επι,0.09169737095152877
1500-1550,εσανασ,0.09169737095152877
1500-1550,εστ,0.09169737095152877
1500-1550,ευγη,0.09169737095152877
1500-1550,μοι,0.09169737095152877
1500-1550,μονου,0.09169737095152877
1500-1550,οθευευ,0.09169737095152877
1500-1550,οθι,0.09169737095152877
1500-1550,ουδενεν,0.09169737095152877
1500-1550,ουρη,0.09169737095152877
1500-1550,πεση,0.09169737095152877
1500-1550,σαφεσατου,0.09169737095152877
1500-1550,σοι,0.09169737095152877
1500-1550,σπευδε,0.15039542681080986
1500-1550,το,0.09169737095152877
1500-1550,των,0.09169737095152877
1550-1600,abendtmal,0.19324958927856525
1550-1600,aber,0.16851845496198206
1550-1600,abrahami,0.41607759808468886
1550-1600,ad,0.26540063185652557
1550-1600,adam,0.18635954134579663
1550-1600,adams,1.0
1550-1600,advocates,0.18635954134579663
1550-1600,agricolam,0.301682697579348
1550-1600,aii,0.2929591669928868
1550-1600,almanter,0.4492134143665806
1550-1600,als,0.16851845496198206
1550-1600,alva,0.38552325326881004
1550-1600,alvaro,0.4066836948062542
1550-1600,amberg,0.425287385675776
1550-1600,amici,0.24842208136413585
1550-1600,ander,0.1683631497032022
1550-1600,andream,0.32306102118097063
1550-1600,andree,0.3041848891022146
1550-1600,angeb,0.23182232685598092
1550-1600,anno,0.37385404687171064
1550-1600,another,0.3041848891022146
1550-1600,anstruth,0.40354748031479454
1550-1600,antonio,0.5292396338587676
1550-1600,antverpiae,0.30794827644036293
1550-1600,appear,0.2929591669928868
1550-1600,apud,0.384223624318709
1550-1600,architypographi,0.26912666536131874
1550-1600,architypographuvs,0.26912666536131874
1550-1600,armorial,0.32527928858983013
1550-1600,arms,0.39547875217002376
1550-1600,arnoldi,0.26540063185652557
1550-1600,auchinleck,0.2121519124520543
1550-1600,aufnahme,0.7071067811865475
1550-1600,augusta,0.15167254166726932
1550-1600,augustine,0.15167254166726932
1550-1600,augusto,0.4685898232340138
1550-1600,aureliensis,0.7500473839793644
1550-1600,aus,0.2490433142132364
1550-1600,ausulti,0.4305439835492594
1550-1600,avgvsti,0.26912666536131874
1550-1600,back,0.2459795757028304
1550-1600,bamfeild,0.2264866745471101
1550-1600,banner,0.30334508333453863
1550-1600,basileae,0.4796566793334141
1550-1600,bear,0.30334508333453863
1550-1600,bekerung,0.2490433142132364
1550-1600,bellouaco,0.32306102118097063
1550-1600,belong,0.16054296479790947
1550-1600,beltzius,0.2490433142132364
1550-1600,benoist,0.22880465718057783
1550-1600,berg,0.34399830853203456
1550-1600,beverley,0.26425223830945294
1550-1600,bey,0.3660479269545775
1550-1600,bibliotheque,0.26540063185652557
1550-1600,bissett,0.2121519124520543
1550-1600,blank,0.7225258201221905
1550-1600,bluts,0.19324958927856525
1550-1600,book,0.18635954134579663
1550-1600,bookplate,0.32527928858983013
1550-1600,books,0.37893685058275356
1550-1600,bordure,0.15167254166726932
1550-1600,boswel,0.2121519124520543
1550-1600,boswell,0.2121519124520543
1550-1600,botanical,0.7071067811865476
1550-1600,bound,0.24717977091480672
1550-1600,brignol,0.42259775999353205
1550-1600,british,0.37398332426880965
1550-1600,brown,0.2264866745471101
1550-1600,bruneau,0.22880465718057783
1550-1600,burdigalae,0.2678393989004279
1550-1600,bvrdigalae,0.2678393989004279
1550-1600,cal,0.16851845496198206
1550-1600,cameracensium,0.32109564382608435
1550-1600,camerlengo,0.41999060352614803
1550-1600,capitel,0.19309905240479383
1550-1600,caption,0.6808733800369213
1550-1600,cardinal,0.41999060352614803
1550-1600,central,0.2733361676642472
1550-1600,chain,0.15167254166726932
1550-1600,chained,0.15167254166726932
1550-1600,christi,0.4131977032674485
1550-1600,christian,0.4387910669893879
1550-1600,christlichen,0.22843998992292397
1550-1600,christophori,0.29171747830811634
1550-1600,christophorvs,0.26912666536131874
1550-1600,city,0.4211341978622419
1550-1600,clement,0.4654483856131173
1550-1600,clos,0.22880465718057783
1550-1600,coat,0.440079490061136
1550-1600,coats,0.38068435933511907
1550-1600,collared,0.15167254166726932
1550-1600,colophon,0.39337573207022114
1550-1600,coloured,0.4878728456796951
1550-1600,commelini,0.3634588998807057
1550-1600,commentarius,0.345414585961415
1550-1600,consul,0.37398332426880965
1550-1600,contain,0.3710738065314362
1550-1600,contemporary,0.2264866745471101
1550-1600,coronet,0.15167254166726932
1550-1600,cremer,0.26425223830945294
1550-1600,crest,0.30334508333453863
1550-1600,crucifixion,0.6416705410998068
1550-1600,da,0.16851845496198206
1550-1600,das,0.4745691159647892
1550-1600,date,0.6913439370217664
1550-1600,dated,0.7319607914735958
1550-1600,davidem,0.4447928615514498
1550-1600,de,0.38497564526875894
1550-1600,dedicatee,0.4066836948062542
1550-1600,dedication,1.0
1550-1600,dedicatory,0.16054296479790947
1550-1600,dee,0.24842208136413585
1550-1600,dem,0.18087005407168344
1550-1600,demeurant,0.22880465718057783
1550-1600,den,0.16851845496198206
1550-1600,der,0.2796565563953137
1550-1600,des,0.21960384187778753
